City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Dothan,US,31.22,-85.39,71.8,90,100,3.0,overcast clouds
364,Saraland,US,30.82,-88.07,54.64,92,100,7.18,overcast clouds
365,Roma,US,43.21,-75.46,25.66,90,100,5.75,snow
366,Poronaysk,RU,49.22,143.12,13.69,85,100,8.01,overcast clouds
367,Pemba,MZ,-12.97,40.52,83.1,83,75,7.0,broken clouds
368,Leningradskiy,RU,69.38,178.42,-12.77,82,3,4.27,clear sky
369,Ilava,SK,49.00,18.24,38.12,91,47,2.44,scattered clouds
370,Noumea,NC,-22.28,166.46,84.18,88,99,6.51,overcast clouds
371,Inhambane,MZ,-23.86,35.38,87.78,70,75,7.0,broken clouds
372,Samsun,TR,41.25,36.33,38.86,92,100,10.27,light rain
373,Itabira,BR,-19.62,-43.23,66.29,98,98,1.25,overcast clouds
374,Salalah,OM,17.02,54.09,84.56,28,0,2.13,clear sky
375,Kondinskoye,RU,59.65,67.41,29.48,90,100,9.13,overcast clouds
376,Tiznit,MA,29.58,-9.50,60.21,27,92,7.63,overcast clouds
377,Naifaru,MV,5.44,73.37,81.59,73,33,12.08,scattered clouds
378,Sao Filipe,CV,14.90,-24.50,72.63,75,0,6.35,clear sky
379,Cascais,PT,38.70,-9.42,53.06,80,20,1.01,few clouds
380,Tukrah,LY,32.53,20.58,56.61,56,12,18.97,few clouds
381,Sananduva,BR,-27.95,-51.81,65.5,99,100,3.36,light rain
382,Pacific Grove,US,36.62,-121.92,53.96,88,0,1.01,clear sky
383,Jimenez,MX,28.33,-105.40,34.57,58,6,11.39,clear sky
384,Muncar,ID,-8.43,114.33,86.67,65,97,11.54,overcast clouds
385,Katsuura,JP,35.13,140.30,48.11,79,100,7.83,overcast clouds
386,Amapa,BR,1.00,-52.00,70.27,100,100,2.06,overcast clouds
387,Chino Valley,US,34.76,-112.45,32.31,36,0,1.99,clear sky
388,Ulladulla,AU,-35.35,150.47,71.87,55,48,11.7,light rain
389,Dingle,PH,11.00,122.67,76.44,86,100,12.66,overcast clouds
390,Ciudad Bolivar,VE,8.12,-63.55,73.76,84,24,9.91,few clouds
391,Tura,IN,25.52,90.22,56.28,97,100,3.76,moderate rain
392,Nouadhibou,MR,20.93,-17.03,64.38,52,3,2.3,clear sky
393,Chicama,PE,-7.84,-79.15,69.46,81,52,3.69,broken clouds
394,Posadas,AR,-27.37,-55.90,75.18,94,20,4.61,few clouds
395,Portland,US,45.52,-122.68,42.21,95,40,1.01,mist
396,San Carlos De Bariloche,AR,-41.15,-71.31,56.95,72,0,6.91,clear sky
397,Pires Do Rio,BR,-17.30,-48.28,67.87,94,100,2.68,overcast clouds
398,Fort Abbas,PK,29.19,72.85,68.23,32,0,6.29,clear sky
399,Hervey Bay,AU,-25.30,152.85,80.04,64,71,15.99,broken clouds
400,Point Pleasant,US,40.08,-74.07,56.95,86,100,10.0,light rain
401,Saint-Joseph,RE,-21.37,55.62,80.96,87,100,25.55,light rain
402,Tsabong,BW,-26.02,22.40,82.98,29,0,14.54,clear sky
403,Tuatapere,NZ,-46.13,167.68,53.82,88,100,2.17,overcast clouds
404,Grindavik,IS,63.84,-22.43,28.87,69,75,27.63,broken clouds
405,Melilla,ES,35.29,-2.94,59.38,36,0,5.75,clear sky
406,Ixtapa,MX,20.70,-105.20,67.23,90,27,2.51,scattered clouds
407,Banda Aceh,ID,5.56,95.32,85.01,67,73,6.4,broken clouds
408,Ostrovnoy,RU,68.05,39.51,10.42,96,100,6.17,overcast clouds
409,Mandalgovi,MN,45.76,106.27,12.83,64,100,10.42,overcast clouds
410,Punta Alta,AR,-38.88,-62.07,69.08,70,81,5.26,light rain
411,Tual,ID,-5.67,132.75,83.77,76,71,17.16,broken clouds
412,Turukhansk,RU,65.82,87.98,13.71,94,100,11.77,light snow
413,Quatre Cocos,MU,-20.21,57.76,84.31,80,98,19.1,light rain
414,Urucara,BR,-2.54,-57.76,73.15,91,74,1.57,broken clouds
415,Paamiut,GL,61.99,-49.67,16.5,81,100,13.24,light snow
416,Reconquista,AR,-29.15,-59.65,70.14,83,0,4.09,clear sky
417,Takab,IR,36.40,47.11,34.57,99,100,5.53,snow
418,Biak,ID,-0.91,122.88,83.28,70,100,1.32,overcast clouds
419,Namatanai,PG,-3.67,152.43,81.61,76,100,10.42,overcast clouds
420,Kloulklubed,PW,7.04,134.26,82.85,75,4,15.17,clear sky
421,Coquimbo,CL,-29.95,-71.34,62.33,82,20,4.61,few clouds
422,Waddan,LY,29.16,16.14,50.92,62,0,4.0,clear sky
423,Norman Wells,CA,65.28,-126.83,-43.56,60,20,3.44,mist
424,Dakar,SN,14.69,-17.44,74.28,78,0,2.3,clear sky
425,Waingapu,ID,-9.66,120.26,86.65,66,87,15.57,light rain
426,Nyagan,RU,62.14,65.39,19.42,93,89,5.79,overcast clouds
427,Wenchi,GH,7.74,-2.10,76.53,14,3,2.8,clear sky
428,Kaka,TM,37.35,59.61,60.57,21,0,5.12,clear sky
429,Coro,VE,11.40,-69.67,74.05,89,12,10.49,few clouds
430,Martapura,ID,-3.42,114.85,80.69,89,40,4.61,very heavy rain
431,Baiao,BR,-2.79,-49.67,71.74,99,100,1.36,light rain
432,Rocha,UY,-34.48,-54.33,69.55,95,100,9.35,overcast clouds
433,Bonavista,CA,48.65,-53.11,41.11,98,100,12.3,light rain
434,Vardo,NO,70.37,31.11,19.38,93,75,13.8,broken clouds
435,Lalsot,IN,26.57,76.33,68.67,29,0,10.58,clear sky
436,Santa Cruz Cabralia,BR,-16.28,-39.02,73.63,100,40,3.44,scattered clouds
437,Ukiah,US,39.15,-123.21,48.36,87,0,0.0,clear sky
438,Rabo De Peixe,PT,37.80,-25.58,58.28,88,20,14.97,few clouds
439,Korla,CN,41.76,86.15,31.75,31,100,3.2,overcast clouds
440,Kemijarvi,FI,66.71,27.43,3.42,96,100,6.04,overcast clouds
441,Baruun-Urt,MN,46.68,113.28,3.85,80,0,9.06,clear sky
442,Uyuni,BO,-20.46,-66.83,45.97,46,5,9.13,clear sky
443,Sayyan,YE,15.17,44.32,65.3,22,1,1.74,clear sky
444,Ozuluama,MX,21.67,-97.85,49.17,78,100,10.69,overcast clouds
445,Dalton,US,34.77,-84.97,63.09,92,100,1.01,heavy intensity rain
446,Hami,CN,42.80,93.45,31.55,24,45,5.59,scattered clouds
447,Le Port,RE,-20.94,55.29,82.36,83,100,28.77,light rain
448,Bozdar,PK,27.18,68.64,69.87,12,0,4.5,clear sky
449,Bonthe,SL,7.53,-12.51,73.38,87,6,4.76,clear sky
450,Punta Gorda,US,26.93,-82.05,66.99,87,0,1.99,clear sky
451,Padang,ID,-0.95,100.35,84.25,84,100,5.03,overcast clouds
452,Koygorodok,RU,60.45,51.00,11.97,94,100,1.28,overcast clouds
453,Sorland,NO,67.67,12.69,30.06,95,100,33.55,snow
454,Borba,BR,-4.39,-59.59,71.74,99,98,0.67,moderate rain
455,Kaseda,JP,31.42,130.32,49.23,59,4,24.7,clear sky
456,Geraldton,AU,-28.77,114.60,97.21,17,0,16.11,clear sky
457,El Tigre,VE,8.89,-64.25,70.88,86,19,12.06,few clouds
458,Keuruu,FI,62.27,24.70,17.8,94,100,10.94,overcast clouds
459,Tessalit,ML,20.20,1.01,59.49,17,0,19.06,clear sky
460,Oussouye,SN,12.48,-16.55,64.58,42,0,4.99,clear sky
461,Cayenne,GF,4.93,-52.33,78.1,87,100,5.01,overcast clouds
462,Bossangoa,CF,6.49,17.46,82.06,10,66,8.81,broken clouds
463,Cidreira,BR,-30.18,-50.21,73.92,89,100,8.03,overcast clouds
464,Hilpoltstein,DE,49.19,11.19,41.16,95,100,8.37,overcast clouds
465,Half Moon Bay,US,37.46,-122.43,54.91,76,0,0.0,clear sky
466,Aswan,EG,24.09,32.91,62.83,32,0,19.15,clear sky
467,Sorata,BO,-15.77,-68.63,46.27,96,100,2.06,overcast clouds
468,Alice Springs,AU,-23.70,133.88,80.15,26,68,16.11,broken clouds
469,Kalmunai,LK,7.42,81.82,82.78,61,7,6.64,clear sky
470,Bowen,AU,-20.02,148.23,75.42,81,100,6.17,light rain
471,Kijang,KR,35.24,129.21,44.33,34,8,15.95,clear sky
472,Macherla,IN,16.48,79.43,88.27,25,100,10.69,overcast clouds
473,Coahuayana,MX,18.73,-103.68,65.5,68,10,3.51,clear sky
474,Bilibino,RU,68.05,166.44,-8.59,73,3,4.18,clear sky
475,Ahipara,NZ,-35.17,173.17,70.38,92,69,12.68,broken clouds
476,Wesselsbron,ZA,-27.85,26.37,74.68,55,96,5.88,overcast clouds
477,Rudnichnyy,RU,59.62,52.47,13.23,93,100,0.69,overcast clouds
478,Bohicon,BJ,7.18,2.07,80.96,63,2,2.15,clear sky
479,Chiredzi,ZW,-21.05,31.67,91.04,44,36,4.9,scattered clouds
480,Kisangani,CD,0.52,25.20,75.56,88,100,6.91,overcast clouds
481,Fernley,US,39.61,-119.25,38.3,47,42,0.81,scattered clouds
482,Imaichi,JP,36.72,139.68,33.24,57,60,1.5,broken clouds
483,Codrington,AU,-38.27,141.97,63.97,71,47,17.16,scattered clouds
484,Kaitangata,NZ,-46.28,169.85,48.52,94,100,4.43,moderate rain
485,Chatra,IN,24.22,84.87,67.98,40,1,14.67,clear sky
486,Anadyr,RU,64.75,177.48,-3.01,74,0,9.91,clear sky
487,Kirkconnel,GB,55.39,-4.00,37.35,83,89,11.95,overcast clouds
488,Celestun,MX,20.87,-90.40,72.57,82,0,7.9,clear sky
489,Sawankhalok,TH,17.32,99.83,90.73,62,40,4.61,scattered clouds
490,Belaguntha,IN,19.88,84.65,85.96,43,34,10.98,scattered clouds
491,Saurimo,AO,-9.66,20.39,68.32,83,100,5.75,overcast clouds
492,Salym,RU,60.06,71.48,26.82,93,100,8.7,overcast clouds
493,Benjamin Constant,BR,-4.38,-70.03,75.33,99,100,1.39,very heavy rain
494,Dalbandin,PK,28.89,64.41,60.19,13,0,7.7,clear sky
495,Contamana,PE,-7.33,-75.02,71.67,96,97,1.99,overcast clouds
496,Minot,US,48.23,-101.30,-4.81,71,40,21.85,scattered clouds
497,Gamba,GA,-2.65,10.00,78.78,75,90,3.18,overcast clouds
498,Muzhi,RU,65.37,64.67,5.59,94,100,0.18,overcast clouds
499,Gerash,IR,27.67,54.14,59.14,18,0,4.12,clear sky
500,Igarka,RU,67.47,86.58,3.06,96,100,13.0,light snow
501,Qaqortoq,GL,60.72,-46.03,19.08,94,100,38.79,snow
502,Ha Tinh,VN,18.33,105.90,60.39,83,100,6.53,overcast clouds
503,Karia,NG,11.73,11.16,64.98,13,1,13.58,clear sky
504,Gimli,CA,50.63,-96.99,-7.58,84,100,0.0,overcast clouds
505,Gwadar,PK,25.12,62.33,74.08,30,0,6.71,clear sky
506,Shediac,CA,46.22,-64.54,25.43,93,100,16.11,snow
507,La Ronge,CA,55.10,-105.28,-19.98,76,0,2.3,clear sky
508,Paita,PE,-5.09,-81.11,70.61,83,97,7.36,overcast clouds
509,Chiman,PK,32.55,73.81,51.94,48,0,1.68,clear sky
510,Leh,IN,34.17,77.58,13.33,85,100,1.9,overcast clouds
511,Eston,CA,51.15,-108.75,-16.71,97,34,4.05,scattered clouds
512,Bermeo,ES,43.42,-2.72,47.08,80,99,8.16,overcast clouds
513,Beniganj,IN,27.28,80.45,67.21,48,9,8.25,clear sky
514,Mezen,RU,65.85,44.24,-3.57,100,100,2.42,overcast clouds
515,Cleveland,US,41.50,-81.70,23.18,90,100,24.16,overcast clouds
516,Erenhot,CN,43.65,111.98,9.28,76,3,8.5,clear sky
517,Kavaratti,IN,10.57,72.64,79.47,66,30,9.57,scattered clouds
518,Bubaque,GW,11.28,-15.83,76.82,67,0,5.53,clear sky
519,Sanandaj,IR,35.31,46.99,41.02,75,75,9.22,broken clouds
520,Fairbanks,US,64.84,-147.72,3.54,53,75,4.61,broken clouds
521,Englewood,US,39.65,-104.99,18.63,74,8,1.01,clear sky
522,Adamas,GR,36.73,24.43,51.01,56,74,28.41,broken clouds
523,Ust-Barguzin,RU,53.45,108.98,6.39,91,100,0.11,overcast clouds
524,Touros,BR,-5.20,-35.46,76.1,77,49,12.84,scattered clouds
525,Beausejour,CA,50.06,-96.52,-5.19,100,100,2.01,overcast clouds
526,Birao,CF,10.28,22.79,84.58,11,4,10.45,clear sky
527,Youkounkoun,GN,12.53,-13.13,70.41,18,0,2.35,clear sky
528,Kamwenge,UG,0.19,30.45,85.33,30,98,2.48,overcast clouds
529,Fayaoue,NC,-20.65,166.53,80.49,86,100,17.96,overcast clouds
530,Thurso,GB,58.59,-3.53,37.35,67,78,27.02,broken clouds
531,Hoopstad,ZA,-27.83,25.91,76.68,47,83,8.99,broken clouds
532,Marsa Matruh,EG,31.35,27.25,57.72,55,91,27.42,overcast clouds
533,Lincoln,US,40.80,-96.67,11.28,50,0,1.01,clear sky
534,Saint-Pierre,RE,-21.34,55.48,82.04,82,100,17.83,light rain
535,Moussoro,TD,13.64,16.49,65.93,17,2,20.47,clear sky
536,Canton,CN,23.12,113.25,59.0,47,7,12.08,clear sky
537,Saint Anthony,US,45.02,-93.22,1.92,66,75,1.99,broken clouds
538,Wanning,CN,18.80,110.40,66.24,82,100,13.06,overcast clouds
539,Prijedor,BA,44.98,16.71,33.48,67,79,1.88,broken clouds
540,Solwezi,ZM,-12.17,26.39,63.41,96,100,4.47,light rain
541,Champerico,GT,14.30,-91.92,80.35,78,0,7.38,clear sky
542,Kapoeta,SS,4.77,33.59,84.25,38,99,14.85,overcast clouds
543,Husavik,IS,66.04,-17.34,24.71,78,100,21.41,light snow
544,Kayerkan,RU,69.35,87.76,-11.27,96,61,6.82,broken clouds
545,Leshukonskoye,RU,64.90,45.76,1.4,98,89,2.75,overcast clouds
546,Palu,ID,-0.89,119.87,82.89,77,100,4.12,light rain
547,Nykoping,SE,58.75,17.01,37.26,98,100,3.0,mist
548,Hajnowka,PL,52.74,23.58,34.02,88,100,3.0,overcast clouds
549,Los Llanos De Aridane,ES,28.66,-17.92,60.12,66,0,8.99,clear sky
550,Jardim,BR,-21.48,-56.14,72.19,99,100,4.97,overcast clouds
551,Necochea,AR,-38.55,-58.74,64.04,96,4,1.86,clear sky
552,Madang,PG,-5.22,145.80,81.57,84,62,7.38,broken clouds
553,Palmas De Monte Alto,BR,-14.27,-43.16,69.24,81,1,4.76,clear sky
554,Elizabeth City,US,36.29,-76.25,64.45,90,100,3.0,overcast clouds
555,Zarubino,RU,42.63,131.09,18.91,47,96,18.39,overcast clouds
556,Faya,SA,18.39,42.45,66.31,35,4,8.41,clear sky
557,Clyde River,CA,70.47,-68.59,-5.57,84,100,28.77,snow
558,Kieta,PG,-6.22,155.63,81.81,83,100,9.01,overcast clouds
559,Vieux Fort,LC,13.72,-60.95,74.77,69,15,15.3,few clouds
560,Port Hedland,AU,-20.32,118.57,98.65,36,100,16.11,overcast clouds
561,Rio Grande,BR,-32.03,-52.10,71.94,94,100,8.66,moderate rain
562,Sarmanovo,RU,55.26,52.59,29.08,99,100,9.17,snow
563,Keokuk,US,40.40,-91.38,9.16,72,0,5.75,clear sky
564,Hamilton,US,39.18,-84.53,23.4,90,100,3.0,light snow
565,Camana,PE,-16.62,-72.71,70.2,83,99,7.61,overcast clouds
566,Luanda,AO,-8.84,13.23,77.34,72,99,7.36,overcast clouds
567,Ouango,CF,4.31,22.56,88.0,25,73,0.43,broken clouds
568,Nalut,LY,30.33,10.85,47.79,55,3,7.29,clear sky
569,Lhokseumawe,ID,5.18,97.15,84.43,69,40,6.64,heavy intensity rain
570,Madaoua,NE,14.07,5.96,60.71,17,0,21.65,clear sky
571,Taganak,PH,6.08,118.30,82.54,77,52,11.95,broken clouds
572,Awjilah,LY,29.11,21.29,54.95,52,5,14.74,clear sky
573,Adrar,MR,20.50,-10.07,57.67,25,0,9.48,clear sky
574,Ucluelet,CA,48.93,-125.55,46.09,94,100,1.01,overcast clouds
575,Okha,RU,53.57,142.95,2.43,90,100,21.54,overcast clouds
576,Kigoma,TZ,-4.88,29.63,72.19,94,75,0.0,broken clouds
577,Bela Vista De Goias,BR,-16.97,-48.95,70.95,93,100,3.31,overcast clouds
578,Nanchang,CN,28.68,115.88,45.61,69,100,6.69,overcast clouds
579,Zhezkazgan,KZ,47.80,67.71,13.98,67,0,13.42,clear sky
580,Comodoro Rivadavia,AR,-45.87,-67.50,57.06,94,75,19.57,broken clouds
581,Zwijndrecht,NL,51.82,4.63,47.17,89,92,11.01,overcast clouds
582,Dunedin,NZ,-45.87,170.50,50.43,93,100,10.02,moderate rain
583,Kuusamo,FI,65.97,29.18,-14.76,76,100,1.14,overcast clouds
584,Andenes,NO,69.31,16.12,24.78,74,100,29.93,light snow
585,Newtyle,GB,56.56,-3.14,36.01,86,96,5.99,overcast clouds
586,Oistins,BB,13.07,-59.53,75.29,78,20,12.66,few clouds
587,Goya,AR,-29.14,-59.26,69.12,89,0,3.4,clear sky
588,North Bend,US,43.41,-124.22,43.92,99,40,6.91,scattered clouds
589,Moerai,PF,-22.43,-151.33,78.64,79,100,18.01,light rain
590,Port Augusta,AU,-32.50,137.77,85.71,31,100,17.13,overcast clouds
591,Huambo,AO,-12.78,15.74,67.8,83,75,6.91,broken clouds
592,Aksarka,RU,66.56,67.80,2.48,96,100,1.61,overcast clouds
593,Guozhen,CN,34.37,107.36,41.99,35,17,1.88,few clouds
594,Bayeux,BR,-7.12,-34.93,77.63,94,75,6.91,broken clouds
595,Molepolole,BW,-24.41,25.50,71.74,47,11,9.86,few clouds
596,Voznesenskoye,RU,54.89,42.76,22.35,91,100,12.46,snow
597,Oxilithos,GR,38.58,24.12,47.57,67,100,9.19,overcast clouds
598,Eirunepe,BR,-6.66,-69.87,72.18,98,100,1.79,overcast clouds
599,Cintalapa,MX,16.70,-93.73,60.39,92,0,2.62,clear sky
600,Ambilobe,MG,-13.20,49.05,82.42,78,100,14.58,light rain
601,Uusikaupunki,FI,60.80,21.41,27.12,95,100,22.95,light snow
602,Kelheim,DE,48.92,11.87,41.61,90,100,7.49,overcast clouds
603,Am Timan,TD,11.03,20.28,78.55,10,7,10.47,clear sky
604,Jalu,LY,29.03,21.55,54.81,51,5,15.64,clear sky
605,Voznesenye,RU,61.01,35.48,1.53,97,67,1.83,broken clouds
606,Soltepec,MX,19.12,-97.70,49.91,64,0,2.95,clear sky
607,Saldanha,ZA,-33.01,17.94,68.05,62,1,20.98,clear sky
608,Ramapuram,IN,13.12,79.20,85.86,33,86,4.56,overcast clouds
609,Barentu,ER,15.11,37.59,78.46,47,24,6.53,few clouds
610,Mundi,IN,22.07,76.50,75.47,18,0,6.02,clear sky
611,Sovetskiy,RU,61.36,63.58,18.52,91,89,4.81,overcast clouds
612,Kasongo-Lunda,CD,-6.47,16.82,70.63,98,100,0.43,light rain
613,Puerto Leguizamo,CO,-0.19,-74.78,71.38,98,88,1.9,overcast clouds
614,Dubna,RU,56.73,37.17,20.93,94,100,1.92,light snow
615,Mabopane,ZA,-25.50,28.10,67.95,50,51,13.47,broken clouds
616,Samana,DO,19.21,-69.34,72.01,87,49,10.54,scattered clouds
617,Umm Kaddadah,SD,13.60,26.69,70.97,14,18,25.08,few clouds
618,Haines Junction,CA,60.75,-137.51,-0.45,78,100,0.0,overcast clouds
619,Mende,FR,44.67,3.50,33.53,88,100,3.89,overcast clouds
620,Kralendijk,BQ,12.15,-68.27,78.46,79,23,18.45,few clouds
621,Mayor Pablo Lagerenza,PY,-19.93,-60.77,76.73,74,5,8.21,clear sky
622,Gogrial,SS,8.53,28.10,88.99,13,41,10.38,scattered clouds
623,Broken Hill,AU,-31.95,141.43,78.51,19,0,18.41,clear sky
624,Swan River,CA,52.11,-101.27,-27.51,75,50,6.91,scattered clouds
625,Outjo,NA,-20.12,16.15,77.49,45,70,8.72,broken clouds
626,Manuk Mangkaw,PH,4.80,119.85,81.99,72,77,13.91,moderate rain
627,Rabaul,PG,-4.20,152.17,83.01,73,100,17.74,overcast clouds
628,Woodward,US,36.43,-99.39,9.73,84,0,5.75,clear sky
629,Sept-Iles,CA,50.20,-66.38,0.12,62,100,3.0,overcast clouds
630,Adeje,ES,28.12,-16.73,69.15,37,0,1.01,clear sky
631,Legnica,PL,51.21,16.16,43.47,84,100,9.4,overcast clouds
632,Clearwater,US,27.97,-82.80,66.11,84,0,1.99,clear sky
633,Joshimath,IN,30.57,79.57,43.81,82,99,6.91,overcast clouds
634,Santiago Del Estero,AR,-27.80,-64.26,77.04,70,87,6.85,overcast clouds
635,Lukovetskiy,RU,64.30,41.92,4.98,97,88,1.61,light snow
636,Ayan,RU,56.45,138.17,-3.1,71,97,14.9,overcast clouds
637,Severnyy,RU,50.68,36.55,26.64,86,100,8.95,light snow
638,Harper,LR,4.38,-7.72,78.91,80,68,2.95,broken clouds
639,Kungurtug,RU,50.60,97.52,5.67,87,89,1.1,overcast clouds
640,Chara,RU,56.91,118.26,-13.45,95,45,1.01,scattered clouds
641,Kingsville,US,27.52,-97.86,32.25,74,100,11.99,overcast clouds
642,Bafq,IR,31.61,55.41,69.26,10,0,12.19,clear sky
643,Sydney,AU,-33.87,151.21,72.77,62,40,7.0,scattered clouds
644,Yumen,CN,40.28,97.20,24.55,25,63,15.12,broken clouds
645,Liaqatabad,PK,31.56,74.30,55.44,76,40,3.44,smoke
646,Yatou,CN,37.15,122.38,26.78,71,87,15.88,overcast clouds
647,Elat,IL,29.56,34.95,57.04,47,40,11.5,scattered clouds
648,Vila,PT,42.03,-8.16,41.32,88,100,1.28,overcast clouds
649,Alta,NO,69.97,23.27,8.19,73,0,5.99,clear sky
650,Criciova,RO,45.63,22.07,31.05,57,100,3.24,overcast clouds
651,Chernushka,RU,56.51,56.08,31.01,98,100,7.63,snow
652,Vinh,VN,18.67,105.67,60.55,76,100,6.58,overcast clouds
653,Tubuala,PA,9.52,-79.03,76.33,84,86,12.19,overcast clouds
654,Gladstone,AU,-23.85,151.25,84.13,61,75,12.66,broken clouds
655,Santa Marinella,IT,42.03,11.85,54.88,95,100,17.22,overcast clouds
656,Balabac,PH,7.99,117.06,81.9,74,73,9.24,broken clouds
657,Antalaha,MG,-14.90,50.28,82.83,69,100,3.98,overcast clouds
658,Mackay,AU,-21.15,149.20,80.58,74,75,14.97,light rain
659,Mersin,TR,36.86,34.65,51.15,86,100,8.99,light rain
660,Sioux Lookout,CA,50.10,-91.92,-9.02,70,75,3.44,broken clouds
661,High Level,CA,58.52,-117.14,-14.69,70,40,4.61,light snow
662,Maldonado,UY,-34.67,-54.92,72.14,96,89,3.83,overcast clouds
663,Magnolia,US,33.27,-93.24,29.88,92,99,5.84,overcast clouds
664,Deputatskiy,RU,69.30,139.90,-26.27,100,54,1.68,broken clouds
665,La Libertad,EC,-2.23,-80.90,74.32,80,60,8.5,broken clouds
666,Guerrero Negro,MX,27.98,-114.06,52.95,35,0,3.38,clear sky
667,Kupang,ID,-10.17,123.58,80.83,83,96,10.2,overcast clouds
668,Salto,UY,-31.38,-57.97,70.88,95,0,1.99,clear sky
669,Batemans Bay,AU,-35.72,150.18,69.1,57,33,9.95,light rain
670,Shaunavon,CA,49.65,-108.42,-0.62,99,95,2.57,overcast clouds
671,Waipawa,NZ,-41.41,175.52,69.46,68,96,2.24,overcast clouds
672,Nevel,RU,56.02,29.93,12.87,96,100,0.67,overcast clouds
673,Pangai,TO,-19.80,-174.35,79.84,80,100,9.04,moderate rain
674,Vila Franca Do Campo,PT,37.72,-25.43,59.2,80,40,9.8,scattered clouds
675,Sovetskaya Gavan,RU,48.97,140.29,12.6,77,100,6.62,overcast clouds
676,Brae,GB,60.40,-1.35,39.11,58,100,33.73,overcast clouds
677,Yuanping,CN,38.72,112.76,29.43,22,0,15.59,clear sky
678,Hambantota,LK,6.12,81.12,89.94,62,20,3.44,few clouds
679,Romblon,PH,12.58,122.27,77.47,84,100,20.71,overcast clouds
680,Ankang,CN,32.68,109.02,52.63,36,39,3.24,scattered clouds
681,Port Lincoln,AU,-34.73,135.87,67.89,56,100,13.53,overcast clouds
682,Sinegorskiy,RU,48.01,40.84,33.13,90,100,11.3,overcast clouds
683,Douentza,ML,15.00,-2.95,68.77,13,2,4.29,clear sky
684,Taltal,CL,-25.40,-70.48,64.67,81,0,1.97,clear sky
685,Tilichiki,RU,60.47,166.10,4.24,85,100,7.36,overcast clouds
686,Vershino-Darasunskiy,RU,52.35,115.52,4.41,77,16,3.94,few clouds
687,Inverkeithing,GB,56.03,-3.40,37.65,88,20,11.5,few clouds
688,Channel-Port Aux Basques,CA,47.57,-59.14,28.08,91,100,8.84,light snow
689,Taksimo,RU,56.34,114.88,-0.51,96,92,0.43,overcast clouds
690,Wenling,CN,28.37,121.36,48.9,74,100,13.62,overcast clouds
691,Teya,RU,60.38,92.63,17.51,89,100,7.45,overcast clouds
692,Tateyama,JP,34.98,139.87,48.02,64,96,9.22,overcast clouds
693,Seymour,US,38.96,-85.89,23.72,91,100,3.0,overcast clouds
694,Verkhoyansk,RU,67.54,133.38,-37.01,100,31,0.96,scattered clouds
695,Caraquet,CA,47.79,-64.94,13.33,91,100,10.33,light snow
