City_ID,City,Country,Date,Lat,Lng,Max Temp,Max Temp,Max Temp,Max Temp,Humidity,Cloudiness,Wind Speed
231,Sao Joao Da Barra,BR,2022-02-02 22:02:06,-21.6403,-41.0511,75.25,75.25,75.25,75.25,89,100,7.36
232,Naze,JP,2022-02-02 22:02:07,28.3667,129.4833,56.32,56.32,56.32,56.32,90,100,23.0
233,Nyurba,RU,2022-02-02 22:02:07,63.2842,118.3319,-33.93,-33.93,-33.93,-33.93,100,81,3.4
234,Aasiaat,GL,2022-02-02 22:02:08,68.7098,-52.8699,-9.11,-9.11,-9.11,-9.11,84,100,16.89
235,Roebourne,AU,2022-02-02 22:02:08,-20.7833,117.1333,82.29,82.29,82.29,82.29,69,100,4.36
236,George Town,MY,2022-02-02 22:01:34,5.4112,100.3354,80.53,80.53,80.53,80.53,85,20,2.3
237,Kurchum,KZ,2022-02-02 22:02:09,48.5722,83.6542,-12.98,-12.98,-12.98,-12.98,94,6,2.86
238,Sioux Lookout,CA,2022-02-02 21:59:46,50.1001,-91.917,-9.02,-9.02,-9.02,-9.02,64,75,12.66
239,Abreus,CU,2022-02-02 22:02:09,22.2775,-80.5675,81.77,81.77,81.77,81.77,51,82,12.41
240,Pangkalanbuun,ID,2022-02-02 22:00:31,-2.6833,111.6167,72.61,72.61,72.61,72.61,98,100,1.41
241,Upernavik,GL,2022-02-02 21:59:51,72.7868,-56.1549,-5.13,-5.13,-5.13,-5.13,69,100,7.65
242,Jasdan,IN,2022-02-02 22:02:10,22.0333,71.2,65.37,65.37,65.37,65.37,69,2,14.45
243,Orlik,RU,2022-02-02 22:02:10,52.5178,99.825,-21.35,-21.35,-21.35,-21.35,97,83,2.01
244,Ostrogozhsk,RU,2022-02-02 22:02:11,50.8664,39.0756,32.54,32.54,32.54,32.54,100,100,3.71
245,Cabo San Lucas,MX,2022-02-02 21:58:17,22.8909,-109.9124,78.62,78.62,78.62,78.62,61,16,3.0
246,Constitucion,CL,2022-02-02 22:01:05,-35.3333,-72.4167,64.42,64.42,64.42,64.42,73,31,8.59
247,Deputatskiy,RU,2022-02-02 22:02:11,69.3,139.9,-24.23,-24.23,-24.23,-24.23,93,23,6.13
248,Jamestown,US,2022-02-02 22:02:05,42.097,-79.2353,40.08,40.08,40.08,40.08,63,100,1.99
249,Khiri Mat,TH,2022-02-02 22:02:12,16.8333,99.8,75.65,75.65,75.65,75.65,49,37,1.83
250,Saskylakh,RU,2022-02-02 22:02:13,71.9167,114.0833,-30.41,-30.41,-30.41,-30.41,100,28,2.59
251,Pisco,PE,2022-02-02 22:02:13,-13.7,-76.2167,77.02,77.02,77.02,77.02,72,4,10.96
252,Nikolskoye,RU,2022-02-02 22:02:13,59.7035,30.7861,22.89,22.89,22.89,22.89,98,99,1.1
253,Saint Marys,US,2022-02-02 22:00:13,30.7305,-81.5465,73.65,73.65,73.65,73.65,74,40,4.0
254,Tiznit,MA,2022-02-02 22:02:14,29.5833,-9.5,67.64,67.64,67.64,67.64,25,81,6.64
255,Monterey,US,2022-02-02 22:00:04,36.2505,-121.2516,59.11,59.11,59.11,59.11,21,0,15.66
256,Gorontalo,ID,2022-02-02 22:02:15,0.5412,123.0595,73.13,73.13,73.13,73.13,89,98,3.98
257,Nagornyy,RU,2022-02-02 22:02:15,52.7959,83.5498,15.15,15.15,15.15,15.15,100,81,0.74
258,Tabou,CI,2022-02-02 22:02:15,4.423,-7.3528,79.02,79.02,79.02,79.02,80,73,7.38
259,Yumen,CN,2022-02-02 22:02:16,40.2833,97.2,21.4,21.4,21.4,21.4,35,100,9.66
260,Batagay-Alyta,RU,2022-02-02 22:02:16,67.8006,130.4114,-25.73,-25.73,-25.73,-25.73,99,54,3.65
261,Nuuk,GL,2022-02-02 22:00:39,64.1835,-51.7216,11.01,11.01,11.01,11.01,52,75,9.22
262,Chumphon,TH,2022-02-02 22:02:17,10.3333,98.8333,71.4,71.4,71.4,71.4,90,87,2.26
263,Sumbe,AO,2022-02-02 22:02:17,-11.2061,13.8437,74.55,74.55,74.55,74.55,80,54,6.38
264,Ornskoldsvik,SE,2022-02-02 22:02:18,63.2909,18.7153,9.55,9.55,9.55,9.55,92,100,3.44
265,Alofi,NU,2022-02-02 21:57:19,-19.0595,-169.9187,76.89,76.89,76.89,76.89,88,75,6.91
266,Gualeguaychu,AR,2022-02-02 22:02:18,-33.0094,-58.5172,92.86,92.86,92.86,92.86,52,20,9.22
267,Smithers,CA,2022-02-02 22:02:19,54.7804,-127.1743,18.54,18.54,18.54,18.54,89,100,0.63
268,Gomel,BY,2022-02-02 22:00:01,52.4345,30.9754,28.53,28.53,28.53,28.53,96,100,10.36
269,Lima,PE,2022-02-02 22:00:39,-12.0432,-77.0282,74.7,74.7,74.7,74.7,65,13,11.23
270,Longview,US,2022-02-02 22:02:20,32.5007,-94.7405,64.08,64.08,64.08,64.08,82,75,10.36
271,Guerrero Negro,MX,2022-02-02 22:02:20,27.9769,-114.0611,64.27,64.27,64.27,64.27,49,3,13.02
272,Nemuro,JP,2022-02-02 22:02:20,43.3236,145.575,22.8,22.8,22.8,22.8,72,54,8.23
273,Berbera,SO,2022-02-02 22:02:21,10.4396,45.0143,76.05,76.05,76.05,76.05,78,100,7.47
274,Riverton,US,2022-02-02 22:00:10,40.5219,-111.9391,31.17,31.17,31.17,31.17,63,0,8.01
275,Denpasar,ID,2022-02-02 22:03:21,-8.65,115.2167,78.46,78.46,78.46,78.46,88,75,6.91
276,Pangnirtung,CA,2022-02-02 22:03:22,66.1451,-65.7125,6.8,6.8,6.8,6.8,72,100,21.85
277,Isangel,VU,2022-02-02 22:03:22,-19.55,169.2667,86.11,86.11,86.11,86.11,84,75,3.44
278,Duobao,CN,2022-02-02 22:03:23,30.67,112.6895,36.05,36.05,36.05,36.05,65,88,1.3
279,Floro,NO,2022-02-02 22:03:23,61.5996,5.0328,33.76,33.76,33.76,33.76,80,0,11.5
280,Adrar,MR,2022-02-02 22:03:24,20.5022,-10.0711,70.34,70.34,70.34,70.34,20,81,10.2
281,Hasaki,JP,2022-02-02 22:03:24,35.7333,140.8333,25.2,25.2,25.2,25.2,50,36,10.02
282,Nicoya,CR,2022-02-02 22:03:24,10.1483,-85.452,87.35,87.35,87.35,87.35,43,1,3.42
283,Vila Velha,BR,2022-02-02 22:01:16,-20.3297,-40.2925,78.94,78.94,78.94,78.94,82,100,2.42
284,Mantua,IT,2022-02-02 22:03:25,45.1667,10.7833,51.49,51.49,51.49,51.49,80,0,0.36
285,Coquimbo,CL,2022-02-02 22:01:03,-29.9533,-71.3436,66.29,66.29,66.29,66.29,76,17,8.59
286,Russell,US,2022-02-02 22:03:25,32.3502,-85.1999,70.75,70.75,70.75,70.75,47,20,16.11
287,Mitsamiouli,KM,2022-02-02 22:03:26,-11.3847,43.2844,81.14,81.14,81.14,81.14,75,80,1.5
288,Labuhan,ID,2022-02-02 22:03:26,-6.8844,112.2051,77.63,77.63,77.63,77.63,86,100,5.12
289,Niquelandia,BR,2022-02-02 22:03:27,-14.4739,-48.4597,74.19,74.19,74.19,74.19,82,60,3.27
290,Dubti,ET,2022-02-02 22:03:27,11.7361,41.0853,80.38,80.38,80.38,80.38,53,100,13.22
291,Tuatapere,NZ,2022-02-02 22:01:43,-46.1333,167.6833,58.82,58.82,58.82,58.82,85,100,6.87
292,Morant Bay,JM,2022-02-02 22:00:48,17.8815,-76.4093,78.66,78.66,78.66,78.66,74,1,10.58
293,Port-Gentil,GA,2022-02-02 22:03:28,-0.7193,8.7815,80.26,80.26,80.26,80.26,80,18,9.55
294,Veraval,IN,2022-02-02 22:03:28,20.9,70.3667,71.38,71.38,71.38,71.38,79,2,10.51
295,Katsuura,JP,2022-02-02 22:03:28,35.1333,140.3,39.18,39.18,39.18,39.18,51,30,9.46
296,Kuching,MY,2022-02-02 22:03:29,1.55,110.3333,77.22,77.22,77.22,77.22,88,40,3.44
297,Owando,CG,2022-02-02 22:03:29,-0.4819,15.8999,77.58,77.58,77.58,77.58,67,100,2.84
298,Lutz,US,2022-02-02 21:58:39,28.1511,-82.4615,80.83,80.83,80.83,80.83,50,0,7.0
299,San Cristobal,VE,2022-02-02 22:03:30,7.7669,-72.225,82.85,82.85,82.85,82.85,30,19,5.64
300,Santa Rita,BR,2022-02-02 22:03:30,-7.1139,-34.9781,81.27,81.27,81.27,81.27,74,20,8.05
301,Necochea,AR,2022-02-02 22:03:31,-38.5473,-58.7368,84.02,84.02,84.02,84.02,49,100,11.23
302,Gat,IL,2022-02-02 22:03:31,31.61,34.7642,59.4,59.4,59.4,59.4,55,98,4.45
303,Nova Olimpia,BR,2022-02-02 22:03:31,-14.7972,-57.2881,79.25,79.25,79.25,79.25,86,59,0.98
304,Fayaoue,NC,2022-02-02 22:03:32,-20.65,166.5333,81.23,81.23,81.23,81.23,78,69,7.81
305,Lusambo,CD,2022-02-02 22:03:32,-4.9667,23.45,69.15,69.15,69.15,69.15,94,100,1.59
306,Sidney,AU,2022-02-02 22:01:29,-33.8679,151.2073,70.32,70.32,70.32,70.32,75,40,15.99
307,Manaure,CO,2022-02-02 22:03:33,11.7751,-72.4445,85.86,85.86,85.86,85.86,54,11,17.45
308,Kyra,RU,2022-02-02 22:03:33,49.5776,111.9753,-13.02,-13.02,-13.02,-13.02,93,11,5.53
309,Kargasok,RU,2022-02-02 22:03:34,59.0556,80.8572,12.47,12.47,12.47,12.47,93,95,9.19
310,Halifax,CA,2022-02-02 22:03:34,44.6453,-63.5724,34.29,34.29,34.29,34.29,86,100,10.36
311,Dolores,AR,2022-02-02 22:03:34,-36.3132,-57.6792,77.72,77.72,77.72,77.72,48,81,10.87
312,Kamaishi,JP,2022-02-02 22:03:35,39.2667,141.8833,30.67,30.67,30.67,30.67,62,10,7.76
313,Bitung,ID,2022-02-02 22:03:35,1.4451,125.1824,74.25,74.25,74.25,74.25,83,98,8.16
314,Ngunguru,NZ,2022-02-02 22:03:36,-35.6167,174.5,73.17,73.17,73.17,73.17,82,100,15.1
315,Areosa,PT,2022-02-02 22:03:36,41.7178,-8.8571,55.33,55.33,55.33,55.33,79,100,7.43
316,Termoli,IT,2022-02-02 22:03:36,41.9888,14.9895,41.58,41.58,41.58,41.58,72,0,9.13
317,Nouadhibou,MR,2022-02-02 22:03:37,20.931,-17.0347,66.79,66.79,66.79,66.79,79,1,17.67
318,Iskateley,RU,2022-02-02 22:03:37,67.6803,53.1512,7.38,7.38,7.38,7.38,96,100,7.52
319,Ylivieska,FI,2022-02-02 22:03:38,64.0833,24.55,10.31,10.31,10.31,10.31,99,88,2.42
320,Qandala,SO,2022-02-02 22:04:38,11.472,49.8728,73.04,73.04,73.04,73.04,68,2,4.72
321,Comodoro Rivadavia,AR,2022-02-02 22:04:39,-45.8667,-67.5,80.46,80.46,80.46,80.46,28,0,6.91
322,Viransehir,TR,2022-02-02 22:04:39,37.2353,39.7631,41.16,41.16,41.16,41.16,81,97,7.65
323,Khromtau,KZ,2022-02-02 22:04:39,50.2503,58.4347,11.77,11.77,11.77,11.77,91,88,8.1
324,Baykit,RU,2022-02-02 22:04:40,61.67,96.37,-0.04,-0.04,-0.04,-0.04,99,100,1.92
325,Mwinilunga,ZM,2022-02-02 22:04:40,-11.7358,24.4293,61.29,61.29,61.29,61.29,96,99,1.61
326,Kibakwe,TZ,2022-02-02 22:04:41,-6.7167,36.3667,65.44,65.44,65.44,65.44,94,100,1.52
327,Miguel Pereira,BR,2022-02-02 22:04:41,-22.4539,-43.4689,71.64,71.64,71.64,71.64,99,100,2.57
328,Beringovskiy,RU,2022-02-02 22:04:42,63.05,179.3167,2.34,2.34,2.34,2.34,79,79,20.11
329,Keti Bandar,PK,2022-02-02 22:04:42,24.1447,67.4497,70.39,70.39,70.39,70.39,49,2,19.6
330,Garden City,US,2022-02-02 22:04:42,42.3256,-83.331,32.14,32.14,32.14,32.14,96,100,12.66
331,Manokwari,ID,2022-02-02 22:04:43,-0.8667,134.0833,76.62,76.62,76.62,76.62,79,98,2.66
332,Cherskiy,RU,2022-02-02 22:04:23,68.75,161.3,-14.87,-14.87,-14.87,-14.87,65,62,0.54
333,Sibolga,ID,2022-02-02 22:04:43,1.7427,98.7792,76.06,76.06,76.06,76.06,81,92,2.95
334,Aztec,US,2022-02-02 22:04:44,36.8222,-107.9929,38.3,38.3,38.3,38.3,46,94,3.0
335,Inkster,US,2022-02-02 22:04:13,42.2942,-83.3099,33.03,33.03,33.03,33.03,96,100,3.0
336,Poum,NC,2022-02-02 22:04:44,-20.2333,164.0167,79.95,79.95,79.95,79.95,76,0,6.82
337,Moerai,PF,2022-02-02 22:04:45,-22.4333,-151.3333,79.83,79.83,79.83,79.83,76,89,17.4
338,Klyuchi,RU,2022-02-02 22:04:45,52.2667,79.1667,-4.29,-4.29,-4.29,-4.29,100,88,3.02
339,Eureka,US,2022-02-02 22:00:48,40.8021,-124.1637,58.12,58.12,58.12,58.12,72,56,8.99
340,Sangar,RU,2022-02-02 22:04:46,63.9242,127.4739,-31.32,-31.32,-31.32,-31.32,100,72,2.44
341,Muisne,EC,2022-02-02 22:04:46,0.6,-80.0333,78.91,78.91,78.91,78.91,79,50,7.16
342,Monrovia,LR,2022-02-02 22:00:13,6.3005,-10.7969,76.77,76.77,76.77,76.77,82,11,8.01
343,Vazante,BR,2022-02-02 22:04:47,-17.9869,-46.9078,73.02,73.02,73.02,73.02,87,92,1.23
344,Ranong,TH,2022-02-02 22:04:47,9.9658,98.6348,77.5,77.5,77.5,77.5,83,59,3.44
345,Casablanca,MA,2022-02-02 22:01:48,33.5928,-7.6192,60.33,60.33,60.33,60.33,67,96,4.0
346,Glace Bay,CA,2022-02-02 22:00:15,46.1969,-59.957,29.79,29.79,29.79,29.79,78,81,7.0
347,Bundaberg,AU,2022-02-02 22:04:48,-24.85,152.35,77.22,77.22,77.22,77.22,89,100,1.01
348,Dudinka,RU,2022-02-02 22:04:48,69.4058,86.1778,-11.92,-11.92,-11.92,-11.92,100,96,4.56
349,Shache,CN,2022-02-02 22:04:48,38.4167,77.2406,28.8,28.8,28.8,28.8,43,100,2.42
350,Lagoa,PT,2022-02-02 22:00:28,39.05,-27.9833,58.26,58.26,58.26,58.26,73,4,7.4
351,Xichang,CN,2022-02-02 22:04:49,27.8964,102.2634,29.79,29.79,29.79,29.79,94,90,3.27
352,Tukrah,LY,2022-02-02 22:04:49,32.5341,20.5791,54.28,54.28,54.28,54.28,60,91,20.45
353,Dzerzhinsk,RU,2022-02-02 22:04:50,56.2389,43.4631,21.02,21.02,21.02,21.02,86,75,6.71
354,Sinnamary,GF,2022-02-02 22:04:50,5.3833,-52.95,78.49,78.49,78.49,78.49,82,59,12.77
355,Neiafu,TO,2022-02-02 22:04:51,-18.65,-173.9833,84.88,84.88,84.88,84.88,74,40,4.61
356,Alta Floresta,BR,2022-02-02 22:00:58,-9.8756,-56.0861,75.11,75.11,75.11,75.11,91,30,2.13
357,Imbituba,BR,2022-02-02 22:04:51,-28.24,-48.6703,80.49,80.49,80.49,80.49,83,1,12.84
358,Brigantine,US,2022-02-02 22:04:52,39.4101,-74.3646,44.06,44.06,44.06,44.06,97,100,3.44
359,Victor Harbor,AU,2022-02-02 22:04:52,-35.5667,138.6167,64.0,64.0,64.0,64.0,71,98,1.01
360,Maltahohe,NA,2022-02-02 22:04:52,-24.8333,16.9833,71.11,71.11,71.11,71.11,52,46,10.94
361,Chimore,BO,2022-02-02 22:04:53,-16.9833,-65.1333,77.45,77.45,77.45,77.45,92,94,2.13
362,Timra,SE,2022-02-02 22:04:53,62.487,17.3257,8.28,8.28,8.28,8.28,85,75,9.22
363,Kostomuksha,RU,2022-02-02 22:04:54,64.571,30.5767,-0.9,-0.9,-0.9,-0.9,100,93,2.84
364,Maues,BR,2022-02-02 22:04:54,-3.3836,-57.7186,76.44,76.44,76.44,76.44,97,100,1.88
365,Tabuk,PH,2022-02-02 22:04:54,17.4189,121.4443,64.96,64.96,64.96,64.96,91,8,1.32
366,Taksimo,RU,2022-02-02 22:05:55,56.3444,114.8794,-21.55,-21.55,-21.55,-21.55,92,18,2.75
367,Mugur-Aksy,RU,2022-02-02 22:05:55,50.35,90.5,-9.58,-9.58,-9.58,-9.58,85,34,5.82
368,Sozopol,BG,2022-02-02 22:05:56,42.4167,27.7,34.14,34.14,34.14,34.14,96,100,7.83
369,Emerald,AU,2022-02-02 22:05:56,-23.5333,148.1667,74.34,74.34,74.34,74.34,94,100,9.17
370,Santo Antonio Do Ica,BR,2022-02-02 22:05:57,-3.1022,-67.9397,76.23,76.23,76.23,76.23,95,98,2.06
371,Tagusao,PH,2022-02-02 22:05:57,9.1924,117.8141,76.84,76.84,76.84,76.84,86,9,3.11
372,Padang,ID,2022-02-02 22:05:57,-0.9492,100.3543,76.91,76.91,76.91,76.91,86,78,3.6
373,Naraina,IN,2022-02-02 22:01:38,26.7833,75.2,59.14,59.14,59.14,59.14,45,2,7.36
374,Castro,BR,2022-02-02 22:05:00,-24.7911,-50.0119,66.94,66.94,66.94,66.94,90,32,5.3
375,Lavrentiya,RU,2022-02-02 22:05:58,65.5833,-171.0,0.23,0.23,0.23,0.23,69,0,22.32
376,Canton,CN,2022-02-02 22:01:41,23.1167,113.25,46.35,46.35,46.35,46.35,77,98,10.0
377,Vila,PT,2022-02-02 22:05:59,42.0304,-8.1588,44.33,44.33,44.33,44.33,74,95,3.8
378,Maragogi,BR,2022-02-02 22:05:59,-9.0122,-35.2225,80.35,80.35,80.35,80.35,76,19,10.11
379,Itoman,JP,2022-02-02 22:05:59,26.1247,127.6694,69.82,69.82,69.82,69.82,88,75,19.57
380,General Pico,AR,2022-02-02 22:06:00,-35.6566,-63.7568,86.59,86.59,86.59,86.59,48,100,5.59
381,Keetmanshoop,NA,2022-02-02 22:06:00,-26.5833,18.1333,71.67,71.67,71.67,71.67,59,18,13.33
382,Rongai,KE,2022-02-02 22:06:01,-0.1733,35.8638,58.44,58.44,58.44,58.44,86,100,1.03
383,Kondinskoye,RU,2022-02-02 22:06:01,59.6481,67.41,20.66,20.66,20.66,20.66,94,99,11.36
384,Jalu,LY,2022-02-02 22:03:21,29.0331,21.5482,53.26,53.26,53.26,53.26,58,51,13.51
385,Khani,GE,2022-02-02 22:06:02,41.9563,42.9566,36.97,36.97,36.97,36.97,74,98,10.0
386,Sistranda,NO,2022-02-02 22:03:43,63.7256,8.834,31.96,31.96,31.96,31.96,73,92,19.26
387,Bereda,ES,2022-02-02 22:06:02,43.2686,-7.5406,49.91,49.91,49.91,49.91,93,94,2.19
388,Dunedin,NZ,2022-02-02 22:06:03,-45.8742,170.5036,55.94,55.94,55.94,55.94,94,100,12.44
389,Salta,AR,2022-02-02 22:06:03,-24.7859,-65.4117,80.89,80.89,80.89,80.89,69,69,4.68
390,Odesskoye,RU,2022-02-02 22:06:04,54.2111,72.9651,11.98,11.98,11.98,11.98,88,100,9.4
391,Ushtobe,KZ,2022-02-02 22:06:04,45.2514,77.9838,16.23,16.23,16.23,16.23,88,100,4.83
392,Colon,PA,2022-02-02 22:06:04,9.3592,-79.9014,90.01,90.01,90.01,90.01,62,23,3.0
393,Maharajganj,IN,2022-02-02 22:06:05,27.1333,83.5667,55.65,55.65,55.65,55.65,64,94,7.49
394,Sanok,PL,2022-02-02 22:06:05,49.5557,22.2056,34.84,34.84,34.84,34.84,100,100,10.47
395,Batemans Bay,AU,2022-02-02 22:06:06,-35.7167,150.1833,65.98,65.98,65.98,65.98,56,12,8.28
396,Cabinda,AO,2022-02-02 22:06:06,-5.55,12.2,77.9,77.9,77.9,77.9,80,83,7.81
397,Linjiang,CN,2022-02-02 22:06:07,41.8069,126.9078,-4.25,-4.25,-4.25,-4.25,99,26,1.32
398,Kamphaeng Phet,TH,2022-02-02 22:06:07,16.25,99.5,72.55,72.55,72.55,72.55,52,21,3.31
399,Almaznyy,RU,2022-02-02 22:06:07,48.0448,40.045,42.94,42.94,42.94,42.94,99,100,14.76
400,Portland,US,2022-02-02 22:05:07,45.5234,-122.6762,46.81,46.81,46.81,46.81,92,100,1.99
401,Kiomboi,TZ,2022-02-02 22:06:08,-4.2667,34.3667,61.39,61.39,61.39,61.39,75,100,2.86
402,Arlit,NE,2022-02-02 22:06:08,18.7369,7.3853,64.27,64.27,64.27,64.27,17,0,15.26
403,Shimoda,JP,2022-02-02 22:06:09,34.6667,138.95,40.1,40.1,40.1,40.1,63,35,22.77
404,Tabat,ID,2022-02-02 22:06:09,-2.635,115.2274,72.59,72.59,72.59,72.59,96,88,0.89
405,Balkhash,KZ,2022-02-02 22:06:10,46.844,74.9804,9.54,9.54,9.54,9.54,77,99,10.69
406,Kismayo,SO,2022-02-02 22:06:10,-0.3582,42.5454,78.76,78.76,78.76,78.76,88,100,15.61
407,Sobolevo,RU,2022-02-02 22:06:11,54.4299,31.8996,24.35,24.35,24.35,24.35,96,100,8.46
408,Contamana,PE,2022-02-02 22:06:11,-7.3333,-75.0167,91.69,91.69,91.69,91.69,39,98,3.58
409,Shizunai,JP,2022-02-02 22:02:35,42.3339,142.3669,25.72,25.72,25.72,25.72,72,66,14.34
410,Bonthe,SL,2022-02-02 22:07:12,7.5264,-12.505,78.51,78.51,78.51,78.51,86,20,9.01
411,Anage,BR,2022-02-02 22:07:12,-14.6122,-41.1356,75.34,75.34,75.34,75.34,84,75,4.25
412,Saint-Philippe,RE,2022-02-02 22:07:12,-21.3585,55.7679,80.19,80.19,80.19,80.19,94,100,34.09
413,Karacabey,TR,2022-02-02 22:07:13,40.2152,28.4038,49.44,49.44,49.44,49.44,82,100,3.49
414,Itaobim,BR,2022-02-02 22:07:13,-16.5667,-41.8333,73.89,73.89,73.89,73.89,90,68,3.13
415,Voh,NC,2022-02-02 22:07:14,-20.9667,164.7,85.64,85.64,85.64,85.64,60,14,2.37
416,Ivdel,RU,2022-02-02 22:07:14,60.6911,60.4206,2.59,2.59,2.59,2.59,99,81,2.84
417,Youghal,IE,2022-02-02 22:07:15,51.95,-7.8506,49.01,49.01,49.01,49.01,100,100,8.05
418,Maridi,SS,2022-02-02 22:07:15,4.9158,29.4742,75.88,75.88,75.88,75.88,27,100,3.71
419,Whitehorse,CA,2022-02-02 22:04:25,60.7161,-135.0538,1.98,1.98,1.98,1.98,94,100,5.86
420,Edd,ER,2022-02-02 22:07:15,13.9297,41.6925,79.86,79.86,79.86,79.86,71,100,10.38
421,Gazanjyk,TM,2022-02-02 22:07:16,39.2446,55.5154,46.51,46.51,46.51,46.51,47,2,11.14
422,Batagay,RU,2022-02-02 22:07:16,67.6333,134.6333,-33.52,-33.52,-33.52,-33.52,99,76,3.36
423,At-Bashi,KG,2022-02-02 22:07:17,41.1702,75.8106,3.83,3.83,3.83,3.83,89,100,1.66
424,Kangaatsiaq,GL,2022-02-02 22:07:17,68.3065,-53.4641,-6.68,-6.68,-6.68,-6.68,82,100,16.84
425,Kresttsy,RU,2022-02-02 22:07:17,58.2452,32.5165,19.35,19.35,19.35,19.35,98,100,1.92
426,Tura,IN,2022-02-02 22:07:18,25.5198,90.2201,59.99,59.99,59.99,59.99,52,80,3.89
427,Ondjiva,AO,2022-02-02 22:07:18,-17.0667,15.7333,79.72,79.72,79.72,79.72,26,55,13.27
428,San Andres,CO,2022-02-02 22:07:19,12.5847,-81.7006,79.79,79.79,79.79,79.79,73,6,12.1
429,Oskemen,KZ,2022-02-02 22:07:19,49.9565,82.6119,-9.92,-9.92,-9.92,-9.92,97,47,2.39
430,Tiksi,RU,2022-02-02 22:07:19,71.6872,128.8694,-5.22,-5.22,-5.22,-5.22,97,100,6.58
431,Mahanje,TZ,2022-02-02 22:07:20,-9.9333,35.3333,64.6,64.6,64.6,64.6,97,100,2.66
432,Acarau,BR,2022-02-02 22:07:20,-2.8856,-40.12,80.01,80.01,80.01,80.01,79,47,12.21
433,Clyde River,CA,2022-02-02 22:07:20,70.4692,-68.5914,-16.37,-16.37,-16.37,-16.37,76,100,8.05
434,Coxim,BR,2022-02-02 22:07:21,-18.5067,-54.76,76.84,76.84,76.84,76.84,89,100,4.92
435,Kungurtug,RU,2022-02-02 22:07:21,50.5994,97.5228,-18.18,-18.18,-18.18,-18.18,96,40,1.68
436,Agadir,MA,2022-02-02 22:07:22,30.4202,-9.5982,68.45,68.45,68.45,68.45,39,53,5.06
437,Nueva Guinea,NI,2022-02-02 22:07:22,11.6876,-84.4562,81.68,81.68,81.68,81.68,55,43,11.74
438,Auki,SB,2022-02-02 22:07:22,-8.7676,160.7034,80.74,80.74,80.74,80.74,82,100,5.48
439,Marysville,US,2022-02-02 22:03:49,48.0518,-122.1771,43.45,43.45,43.45,43.45,89,100,1.01
440,Northam,GB,2022-02-02 22:07:23,51.0333,-4.2167,48.02,48.02,48.02,48.02,90,100,9.04
441,Poya,NC,2022-02-02 22:07:23,-21.35,165.15,82.58,82.58,82.58,82.58,69,34,2.53
442,Presidencia Roque Saenz Pena,AR,2022-02-02 22:07:24,-26.7852,-60.4388,99.41,99.41,99.41,99.41,18,67,4.65
443,Sao Gabriel,BR,2022-02-02 22:07:24,-30.3364,-54.32,95.23,95.23,95.23,95.23,21,62,7.65
444,Ypsonas,CY,2022-02-02 22:07:24,34.6884,32.9574,59.29,59.29,59.29,59.29,82,75,3.44
445,Manati,PR,2022-02-02 22:07:25,18.4275,-66.4921,80.71,80.71,80.71,80.71,85,23,13.42
446,Binga,ZW,2022-02-02 22:07:25,-17.6203,27.3414,73.31,73.31,73.31,73.31,85,1,1.9
447,Ugoofaaru,MV,2022-02-02 22:07:26,5.6667,73.0,81.3,81.3,81.3,81.3,71,19,7.52
448,Gilgit,PK,2022-02-02 22:07:26,35.9221,74.3087,32.14,32.14,32.14,32.14,95,100,2.13
449,Crateus,BR,2022-02-02 22:07:27,-5.1783,-40.6775,83.95,83.95,83.95,83.95,43,74,6.51
450,Siderno,IT,2022-02-02 22:07:27,38.2779,16.302,55.83,55.83,55.83,55.83,75,0,11.65
451,Torbay,CA,2022-02-02 22:03:26,47.6666,-52.7314,25.48,25.48,25.48,25.48,85,11,1.99
452,Port Lincoln,AU,2022-02-02 22:07:27,-34.7333,135.8667,63.91,63.91,63.91,63.91,72,19,15.55
453,Zielona Gora,PL,2022-02-02 22:06:00,51.9355,15.5064,36.09,36.09,36.09,36.09,45,99,7.54
454,Mersing,MY,2022-02-02 22:07:28,2.4312,103.8405,76.96,76.96,76.96,76.96,86,57,6.49
455,Matagami,CA,2022-02-02 22:02:37,49.7502,-77.6328,4.33,4.33,4.33,4.33,88,100,6.6
456,Sinjai,ID,2022-02-02 22:07:17,-5.1241,120.253,75.61,75.61,75.61,75.61,82,100,3.0
457,Lindsay,US,2022-02-02 22:05:06,36.203,-119.0882,59.77,59.77,59.77,59.77,41,0,4.97
458,Vestmannaeyjar,IS,2022-02-02 22:08:29,63.4427,-20.2734,31.32,31.32,31.32,31.32,72,100,10.22
459,Severo-Kurilsk,RU,2022-02-02 22:08:29,50.6789,156.125,27.99,27.99,27.99,27.99,79,98,6.62
460,Evensk,RU,2022-02-02 22:08:30,61.95,159.2333,22.28,22.28,22.28,22.28,37,100,31.99
461,Ketchikan,US,2022-02-02 22:08:30,55.3422,-131.6461,37.38,37.38,37.38,37.38,100,100,4.61
462,Hobyo,SO,2022-02-02 22:08:31,5.3505,48.5268,77.85,77.85,77.85,77.85,74,92,19.62
463,Dossor,KZ,2022-02-02 22:08:31,47.5272,52.9811,31.53,31.53,31.53,31.53,91,91,11.1
464,Qasigiannguit,GL,2022-02-02 22:08:32,68.8193,-51.1922,-0.15,-0.15,-0.15,-0.15,66,57,12.1
465,Ayna,PE,2022-02-02 22:08:32,-12.65,-73.9167,66.07,66.07,66.07,66.07,78,84,2.1
